,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
4072,R6EAE8,Periplasmic,0.0011,0.1476,0.0610,0.0011,0.0784,0.7107
4073,W4PFV5,Extracellular,0.0156,0.4556,0.4550,0.0010,0.0062,0.0665
4074,A0A255TG13,Extracellular,0.0010,0.4919,0.0005,0.0008,0.4665,0.0393
4075,A0A2K2TRY8,Extracellular,0.0003,0.6106,0.2424,0.0143,0.0129,0.1195
4076,A0A1M4U2C7,Cytoplasmic,0.0033,0.2879,0.6589,0.0348,0.0083,0.0068
4077,D4MVA1,Cytoplasmic,0.0007,0.0711,0.8530,0.0032,0.0581,0.0139
4078,A0A0D1IL93,Extracellular,0.0000,0.9530,0.0001,0.0000,0.0041,0.0427
4079,A0A192A5A1,Extracellular,0.0000,0.9957,0.0000,0.0005,0.0013,0.0024
4080,A0A2T4T929,Cytoplasmic,0.0004,0.0875,0.8977,0.0016,0.0084,0.0043
4081,F5IWE1,Outer Membrane,0.0009,0.2717,0.0001,0.0022,0.6971,0.0280
4082,A0A2V2D0I9,Outer Membrane,0.1678,0.0755,0.0008,0.0690,0.6828,0.0041
4083,R9JQ41,Cytoplasmic,0.0006,0.1252,0.7320,0.1055,0.0186,0.0181
4084,A0A1I5BM61,Cytoplasmic,0.0026,0.2254,0.5393,0.2232,0.0087,0.0008
4085,A0A2V2CZ30,Extracellular,0.3003,0.6518,0.0038,0.0132,0.0285,0.0025
4086,A0A374UZZ4,Periplasmic,0.0001,0.1277,0.0070,0.0000,0.0093,0.8560
4087,I9SJ39,Extracellular,0.0074,0.8096,0.0168,0.0398,0.0882,0.0381
4088,A0A3A6IAD5,Cytoplasmic,0.0005,0.2251,0.6686,0.0429,0.0229,0.0400
4089,A0A3C1Y6N1,Periplasmic,0.0005,0.0556,0.0059,0.0164,0.0279,0.8938
4090,A0A350X1H1,Extracellular,0.0357,0.6330,0.0213,0.3029,0.0063,0.0008
4091,A0A0P0F2Q3,Outer Membrane,0.0023,0.4239,0.0005,0.0059,0.4549,0.1125
4092,R5JMH2,Extracellular,0.0171,0.6896,0.0452,0.0559,0.1567,0.0355
4093,A0A316N2D5,Periplasmic,0.0013,0.1212,0.0869,0.0347,0.3179,0.4380
4094,A0A1M3DYT4,Extracellular,0.0012,0.8850,0.0001,0.0006,0.1096,0.0035
4095,A0A1C5WEI0,Extracellular,0.0041,0.6821,0.0025,0.0012,0.2981,0.0119
4096,A0A0J9BR96,Cytoplasmic,0.0001,0.2749,0.6769,0.0188,0.0095,0.0198
4097,R5RIU2,Extracellular,0.0014,0.4828,0.4090,0.0694,0.0224,0.0150
4098,A0A1M4V4L1,Cytoplasmic,0.0012,0.0795,0.7959,0.0988,0.0148,0.0098
4099,A0A173SMZ9,Cytoplasmic,0.0004,0.2186,0.7080,0.0417,0.0135,0.0178
4100,A0A354UDX3,Extracellular,0.0002,0.9985,0.0000,0.0001,0.0013,0.0001
4101,D4WHC6,Periplasmic,0.0012,0.1581,0.0270,0.0014,0.0326,0.7798
4102,R6LDG5,Periplasmic,0.0002,0.1083,0.0076,0.0001,0.0097,0.8740
4103,A0A2G3D8J7,Extracellular,0.0006,0.5291,0.0610,0.0021,0.1730,0.2342
4104,A0A0D6DXQ8,Cytoplasmic,0.0001,0.0061,0.9905,0.0002,0.0026,0.0005
4105,A0A176UBS2,Cytoplasmic,0.0006,0.1902,0.7477,0.0262,0.0150,0.0203
4106,A0A316RPH9,Extracellular,0.0257,0.7191,0.0337,0.0583,0.1267,0.0364
4107,A0A3D1DCF9,Extracellular,0.0131,0.7516,0.0012,0.0019,0.2192,0.0130
4108,R5A2N2,Cytoplasmic,0.0002,0.1310,0.7531,0.0571,0.0072,0.0513
4109,A0A0E2GX14,Outer Membrane,0.0092,0.2387,0.0082,0.0085,0.6866,0.0488
4110,A0A1Y3RS74,Extracellular,0.4776,0.5084,0.0039,0.0025,0.0048,0.0028
4111,A0A3A5T6S4,Cytoplasmic Membrane,0.0040,0.0321,0.0165,0.8030,0.1423,0.0022
4112,A0A1F0PND0,Extracellular,0.0002,0.6710,0.0030,0.0002,0.0925,0.2331
4113,A0A267S2Z1,Cytoplasmic,0.0000,0.3082,0.4865,0.0003,0.0078,0.1971
4114,A0A1Y4TYS4,Periplasmic,0.0010,0.1027,0.0079,0.0128,0.2084,0.6672
4115,A0A139K1F0,Periplasmic,0.0003,0.1757,0.0388,0.0003,0.0362,0.7486
4116,A0A0M2NIY8,Cytoplasmic,0.0009,0.1747,0.7888,0.0080,0.0136,0.0141
4117,A0A0M0G1D0,Extracellular,0.0858,0.8565,0.0249,0.0305,0.0012,0.0011
4118,N8Y8R0,Extracellular,0.0220,0.4783,0.0251,0.0175,0.1380,0.3191
4119,A0A1S1CDQ4,Extracellular,0.0067,0.7966,0.0999,0.0689,0.0259,0.0020
4120,C6IIV6,Outer Membrane,0.0047,0.1995,0.0008,0.0105,0.7763,0.0083
4121,A0A3A9FIM8,Cytoplasmic,0.0005,0.4022,0.4266,0.0100,0.1280,0.0327
4122,A0A087CKP1,Cytoplasmic,0.0003,0.1568,0.7990,0.0075,0.0090,0.0275
4123,A0A374WBG6,Outer Membrane,0.0009,0.1278,0.0001,0.0015,0.8617,0.0080
4124,A0A2V2GWP0,Cytoplasmic,0.0015,0.1076,0.6171,0.0042,0.0765,0.1931
4125,A0A3C0X303,Extracellular,0.0098,0.8696,0.0070,0.0033,0.0881,0.0222
4126,A0A354WUJ0,Periplasmic,0.0044,0.2988,0.0413,0.0010,0.1998,0.4548
4127,R5JIJ3,Outer Membrane,0.0019,0.1615,0.1051,0.0781,0.4692,0.1843
4128,A0A2N3R8Q8,Cytoplasmic,0.0003,0.0777,0.8845,0.0036,0.0060,0.0280
4129,A0A0G9LIW1,Cytoplasmic Membrane,0.0123,0.3562,0.0013,0.5700,0.0599,0.0004
4130,A0A3D2G663,Cytoplasmic,0.0010,0.1143,0.7499,0.0349,0.0273,0.0726
4131,A0A2S5CWA7,Cytoplasmic Membrane,0.0016,0.0214,0.0002,0.9702,0.0066,0.0000
4132,A0A2Y9BA06,Cytoplasmic,0.0006,0.1964,0.7383,0.0487,0.0056,0.0103
4133,F5IZI0,Cytoplasmic Membrane,0.0024,0.0176,0.0022,0.8906,0.0869,0.0003
4134,F3PPG1,Periplasmic,0.0008,0.1270,0.3012,0.0104,0.1324,0.4282
4135,A0A0D6SZQ3,Extracellular,0.0000,0.9872,0.0000,0.0000,0.0002,0.0126
4136,D5SZN1,Extracellular,0.0016,0.5144,0.4723,0.0004,0.0111,0.0002
4137,A0A3D0FGQ5,Cytoplasmic,0.0002,0.1155,0.8396,0.0128,0.0068,0.0251
4138,A0A1Y4B9W7,Cytoplasmic,0.0001,0.2838,0.5631,0.0127,0.0664,0.0739
4139,A0A2S0JR10,Cytoplasmic Membrane,0.0019,0.0128,0.0002,0.9816,0.0034,0.0000
4140,A0A2V2BXF5,Periplasmic,0.0005,0.0402,0.0785,0.0011,0.3457,0.5341
4141,A0A1M4V338,Cytoplasmic,0.0009,0.1749,0.6490,0.1366,0.0113,0.0272
4142,A0A1B3WTJ3,Cytoplasmic,0.0010,0.1219,0.6650,0.1324,0.0741,0.0056
4143,R6R140,Cytoplasmic,0.0013,0.0681,0.8646,0.0509,0.0075,0.0076
4144,R5CM33,Cytoplasmic,0.0007,0.4027,0.4877,0.0701,0.0254,0.0134
4145,I8XWK3,Periplasmic,0.0007,0.0841,0.1406,0.0434,0.3275,0.4036
4146,R5JT61,Periplasmic,0.0004,0.2186,0.1298,0.0003,0.0086,0.6424
4147,A0A3D5ZMX7,Extracellular,0.0311,0.7288,0.0100,0.0047,0.1973,0.0279
4148,A0A246E3R1,Extracellular,0.0008,0.6088,0.0007,0.0025,0.2983,0.0888
4149,K9EIM7,Cytoplasmic,0.0008,0.2242,0.3859,0.0027,0.0171,0.3693
4150,F2JKE4,Outer Membrane,0.0006,0.0950,0.0006,0.1600,0.7406,0.0032
4151,R6S3I1,Extracellular,0.0002,0.7114,0.0004,0.0015,0.2865,0.0000
4152,A0A3A9C4I0,Cytoplasmic,0.0001,0.2206,0.6641,0.0143,0.0466,0.0543
4153,G5SUJ2,Extracellular,0.0080,0.8580,0.0171,0.0059,0.0780,0.0330
4154,R6R2K7,Outer Membrane,0.0051,0.4762,0.0001,0.0013,0.5172,0.0002
4155,U2AIP0,Cytoplasmic,0.0008,0.3880,0.5755,0.0215,0.0100,0.0042
4156,R5R9R8,Cytoplasmic Membrane,0.0064,0.0557,0.0225,0.7132,0.1791,0.0232
4157,S3YE29,Periplasmic,0.0001,0.0733,0.0112,0.0001,0.0104,0.9049
4158,C0BD85,Extracellular,0.0012,0.4091,0.3375,0.0259,0.0349,0.1914
4159,A0A374JJF1,Cytoplasmic,0.0025,0.1439,0.8483,0.0008,0.0040,0.0005
4160,A0A389MMG0,Extracellular,0.0004,0.8178,0.0160,0.0240,0.1394,0.0024
4161,R6RES4,Outer Membrane,0.0003,0.0367,0.0002,0.0021,0.9607,0.0001
4162,A0A084JJW9,Cytoplasmic,0.0001,0.1855,0.6952,0.0302,0.0571,0.0319
4163,A0A0A8TPD9,Extracellular,0.0198,0.5380,0.0364,0.0142,0.1252,0.2664
4164,A0A374VDL7,Periplasmic,0.0005,0.1927,0.0370,0.0011,0.2011,0.5676
4165,R5U5U6,Periplasmic,0.0005,0.0970,0.0599,0.0005,0.0442,0.7979
4166,A0A1C7PAL6,Extracellular,0.0008,0.9691,0.0000,0.0003,0.0250,0.0047
4167,A0A1C6D5D3,Cytoplasmic,0.0008,0.4218,0.4300,0.0759,0.0414,0.0302
4168,A0A2S6HM55,Cytoplasmic,0.0001,0.2943,0.6437,0.0110,0.0248,0.0261
4169,A0A174F6K1,Extracellular,0.0022,0.5360,0.3174,0.0766,0.0595,0.0083
4170,R6R514,Extracellular,0.0009,0.9310,0.0001,0.0003,0.0677,0.0000
4171,A0A2W4ZBE2,Extracellular,0.0031,0.5635,0.1047,0.0913,0.2328,0.0046
4172,A0A3C0X301,Outer Membrane,0.0539,0.2140,0.0012,0.0145,0.6541,0.0622
4173,A0A2U1AAI8,Periplasmic,0.0001,0.2442,0.0008,0.0003,0.0339,0.7206
4174,A0A1C5LSN7,Cytoplasmic,0.0002,0.1625,0.7195,0.0025,0.0230,0.0923
4175,A0A069D4P5,Extracellular,0.0009,0.5098,0.0000,0.0013,0.4825,0.0054
4176,A0A1D3TY17,Cytoplasmic,0.0001,0.1383,0.7692,0.0161,0.0203,0.0560
4177,A0A1Q6EI44,Extracellular,0.0020,0.6342,0.0027,0.0002,0.0245,0.3364
4178,A0A173WDK9,Cytoplasmic Membrane,0.0005,0.0025,0.0004,0.9851,0.0115,0.0001
4179,R9JTL6,Cytoplasmic,0.0011,0.3277,0.5541,0.0963,0.0148,0.0060
4180,A0A353HAP1,Extracellular,0.0021,0.9943,0.0000,0.0000,0.0033,0.0002
4181,A0A3D5WL07,Extracellular,0.0077,0.9837,0.0000,0.0003,0.0034,0.0049
4182,A0A108TC35,Extracellular,0.0023,0.6962,0.0001,0.0012,0.2950,0.0053
4183,A0A1M6QA67,Cytoplasmic,0.0002,0.3045,0.5783,0.0106,0.0238,0.0826
4184,F4XDI8,Cytoplasmic,0.0001,0.1341,0.7957,0.0138,0.0182,0.0382
4185,A0A1B3WN24,Cytoplasmic,0.0005,0.0343,0.8591,0.0728,0.0217,0.0116
4186,I4ZWZ0,Outer Membrane,0.0087,0.3872,0.0194,0.0095,0.4913,0.0840
4187,R6Y2P0,Outer Membrane,0.0183,0.1861,0.0002,0.0124,0.7813,0.0017
4188,R5G4U6,Extracellular,0.0023,0.4477,0.3743,0.0889,0.0690,0.0177
4189,A0A3D0JTK6,Extracellular,0.0001,0.9749,0.0002,0.0002,0.0036,0.0210
4190,A0A3E5HFM7,Periplasmic,0.0011,0.1064,0.0592,0.0013,0.0352,0.7968
4191,A0A1Q8X232,Extracellular,0.0113,0.9172,0.0012,0.0430,0.0050,0.0223
4192,A0A352HSE5,Periplasmic,0.0005,0.3105,0.1124,0.0501,0.0364,0.4901
4193,R7N340,Cytoplasmic,0.0001,0.0178,0.9692,0.0024,0.0033,0.0072
4194,A0A2S6HPN5,Cytoplasmic,0.0015,0.2659,0.6023,0.0957,0.0229,0.0118
4195,R5TCS7,Cytoplasmic,0.0038,0.4352,0.4693,0.0374,0.0283,0.0259
4196,W1TX21,Cell wall & surface,0.6441,0.3276,0.0009,0.0150,0.0109,0.0014
4197,R5V946,Periplasmic,0.0018,0.2913,0.0711,0.0013,0.2875,0.3471
4198,A0A374VD46,Periplasmic,0.0011,0.2752,0.1044,0.0004,0.0111,0.6079
4199,A7VQP0,Cytoplasmic,0.0007,0.4228,0.5575,0.0009,0.0023,0.0158
4200,A0A174F233,Cytoplasmic,0.0040,0.4458,0.4493,0.0426,0.0505,0.0077
4201,A0A378NZ78,Extracellular,0.0015,0.8869,0.0845,0.0120,0.0151,0.0000
4202,A0A1E3A7R6,Cytoplasmic,0.0010,0.3873,0.5855,0.0119,0.0113,0.0030
4203,A0A174SAP7,Cytoplasmic,0.0003,0.0272,0.9249,0.0062,0.0144,0.0270
4204,A0A3A9EIY4,Cytoplasmic,0.0004,0.1592,0.7365,0.0089,0.0152,0.0798
4205,A0A174BU56,Extracellular,0.0003,0.4257,0.4026,0.0231,0.1307,0.0176
4206,A0A1B1I2X6,Cytoplasmic Membrane,0.0016,0.0050,0.0038,0.9837,0.0059,0.0001
4207,A0A3A6FFW8,Cytoplasmic,0.0015,0.2137,0.6402,0.1337,0.0095,0.0014
4208,A0A2V2GU39,Periplasmic,0.0065,0.2919,0.0756,0.0870,0.0631,0.4757
4209,A0A3E4U1N7,Extracellular,0.0000,0.9977,0.0002,0.0000,0.0004,0.0016
4210,A0A0J1G6L5,Cytoplasmic,0.0008,0.0344,0.8948,0.0198,0.0238,0.0264
4211,A0A316LTX8,Extracellular,0.0121,0.6991,0.0038,0.1314,0.0503,0.1034
4212,H1HL45,Extracellular,0.0010,0.7679,0.0001,0.0003,0.1728,0.0579
4213,I9KXC1,Cytoplasmic,0.0003,0.0789,0.8830,0.0135,0.0168,0.0075
4214,A0A2Y9BGK7,Cytoplasmic,0.0001,0.1702,0.7434,0.0154,0.0260,0.0448
4215,A0A358PNS5,Cytoplasmic,0.0001,0.2124,0.7088,0.0188,0.0350,0.0249
4216,A5Z7Y4,Extracellular,0.0071,0.9034,0.0067,0.0021,0.0545,0.0263
4217,A0A1C6KDV1,Cytoplasmic,0.0006,0.1181,0.7458,0.1227,0.0090,0.0039
4218,A0A316RYC6,Extracellular,0.0627,0.6794,0.0032,0.0103,0.1459,0.0984
4219,A0A2X4NRL0,Extracellular,0.0000,0.9321,0.0000,0.0000,0.0002,0.0678
4220,A0A1L5GF35,Extracellular,0.0006,0.8790,0.0183,0.0036,0.0964,0.0021
4221,A0A1G7RC92,Periplasmic,0.0005,0.3134,0.0001,0.0002,0.0026,0.6832
4222,A0A1M3E1U4,Extracellular,0.0158,0.7331,0.0005,0.0028,0.2059,0.0420
4223,G9ZPP0,Extracellular,0.0021,0.9881,0.0045,0.0012,0.0017,0.0024
4224,A0A2Z4UBT4,Cytoplasmic,0.0001,0.2082,0.7068,0.0175,0.0303,0.0371
4225,R6EDC6,Cytoplasmic,0.0002,0.2437,0.6315,0.0166,0.0891,0.0189
4226,A0A2X2URB3,Cytoplasmic,0.0033,0.1837,0.7363,0.0638,0.0082,0.0047
4227,J0MZ67,Cytoplasmic,0.0003,0.1314,0.7047,0.0769,0.0143,0.0724
4228,A0A0M0KK33,Extracellular,0.0253,0.9605,0.0072,0.0070,0.0000,0.0000
4229,A0A1C6K6Y9,Extracellular,0.0002,0.9852,0.0009,0.0006,0.0100,0.0031
4230,A0A098S122,Periplasmic,0.0009,0.0553,0.1099,0.0215,0.0127,0.7996
4231,R7FUG8,Cytoplasmic,0.0004,0.2629,0.5005,0.0340,0.1571,0.0451
4232,R5ZEF8,Cell wall & surface,0.7005,0.2920,0.0006,0.0007,0.0060,0.0002
4233,A0A176UA99,Cytoplasmic,0.0005,0.3174,0.6252,0.0088,0.0334,0.0146
4234,P07129,Cytoplasmic,0.0004,0.0257,0.9556,0.0089,0.0009,0.0085
4235,A0A1C5KI51,Cytoplasmic,0.0005,0.1331,0.8174,0.0185,0.0041,0.0265
4236,R5F9D9,Cytoplasmic,0.0001,0.1530,0.7645,0.0063,0.0252,0.0510
4237,R6PFN6,Cytoplasmic,0.0002,0.1499,0.7619,0.0127,0.0328,0.0427
4238,I6XS14,Extracellular,0.0001,0.9699,0.0002,0.0000,0.0003,0.0295
4239,A0A1Q6F8G3,Extracellular,0.0034,0.4337,0.0320,0.0152,0.2601,0.2556
4240,R5PF03,Cytoplasmic,0.0022,0.1177,0.7638,0.1083,0.0066,0.0014
4241,A0A316LQF0,Cytoplasmic,0.0001,0.0944,0.8770,0.0023,0.0074,0.0188
4242,F9EIC8,Extracellular,0.0009,0.9900,0.0068,0.0002,0.0004,0.0016
4243,A0A255SX37,Extracellular,0.0015,0.6157,0.0008,0.0015,0.3269,0.0538
4244,A0A069CYJ5,Extracellular,0.0074,0.4830,0.0629,0.0218,0.0412,0.3838
4245,A0A2V2ER94,Extracellular,0.0153,0.9302,0.0011,0.0005,0.0359,0.0170
4246,A0A0M0KCG7,Extracellular,0.0039,0.7710,0.1160,0.0718,0.0257,0.0116
4247,A0A3D2MTY3,Periplasmic,0.0006,0.0987,0.2427,0.0069,0.1880,0.4630
4248,A0A3D5LHI9,Extracellular,0.0002,0.5120,0.2849,0.0339,0.1056,0.0635
4249,A0A0N1CU42,Cytoplasmic,0.0005,0.0383,0.9480,0.0078,0.0014,0.0039
4250,A0A373Q7H4,Cytoplasmic,0.0002,0.4162,0.4810,0.0222,0.0480,0.0324
4251,R5QMW0,Cytoplasmic,0.0001,0.1321,0.6917,0.0120,0.0762,0.0878
4252,B1HWL6,Cytoplasmic Membrane,0.0023,0.0207,0.0004,0.9740,0.0026,0.0000
4253,A0A174WCC4,Cytoplasmic,0.0007,0.1920,0.7073,0.0658,0.0138,0.0203
4254,A0A2S4GHN6,Cytoplasmic,0.0004,0.1754,0.7180,0.0399,0.0421,0.0242
4255,A0A1A9F8K7,Cytoplasmic,0.0001,0.0668,0.5901,0.3170,0.0080,0.0180
4256,A0A1V5V458,Periplasmic,0.0003,0.0197,0.1968,0.0076,0.0336,0.7421
4257,A0A2U1B7I8,Cytoplasmic,0.0012,0.0699,0.6004,0.0075,0.0811,0.2400
4258,A0A2N8HST3,Extracellular,0.0029,0.8156,0.0038,0.0006,0.0549,0.1222
4259,K5DDA2,Periplasmic,0.0006,0.1114,0.0292,0.0004,0.0231,0.8354
4260,A0A2V2CUS6,Outer Membrane,0.0976,0.0402,0.0005,0.3248,0.5348,0.0020
4261,A0A2V2DJN0,Outer Membrane,0.0006,0.0085,0.2886,0.0063,0.5319,0.1642
4262,A0A087D0U3,Cytoplasmic,0.0000,0.2802,0.6895,0.0098,0.0033,0.0171
4263,A0A1Y4CKN4,Cytoplasmic,0.0000,0.2435,0.7533,0.0003,0.0006,0.0023
4264,A0A261FCI1,Cytoplasmic,0.0001,0.0797,0.8532,0.0054,0.0034,0.0583
4265,C4ICB4,Extracellular,0.0003,0.4567,0.3192,0.0236,0.1854,0.0147
4266,A0A174RV88,Cytoplasmic,0.0002,0.1992,0.6860,0.0250,0.0418,0.0478
4267,H3K896,Extracellular,0.0007,0.9898,0.0000,0.0001,0.0004,0.0091
4268,R7DWI1,Cytoplasmic,0.0017,0.2703,0.5325,0.0052,0.0519,0.1384
4269,A0A1C4FQK1,Extracellular,0.0103,0.9225,0.0253,0.0202,0.0151,0.0066
4270,A0A2R7ZU58,Cytoplasmic,0.0002,0.0033,0.9955,0.0002,0.0007,0.0001
4271,A0A3C1Y788,Extracellular,0.0081,0.9649,0.0170,0.0021,0.0064,0.0015
4272,A0A174P9G7,Cytoplasmic,0.0005,0.0510,0.9406,0.0015,0.0061,0.0004
4273,R6QA95,Outer Membrane,0.0010,0.3939,0.0004,0.0025,0.4190,0.1832
4274,R6L0S4,Extracellular,0.0006,0.4510,0.4347,0.0020,0.0984,0.0132
4275,A0A2S4GKN5,Cytoplasmic,0.0000,0.1603,0.7365,0.0122,0.0090,0.0821
4276,W4UTZ4,Outer Membrane,0.0017,0.1999,0.0000,0.0054,0.7882,0.0048
4277,A0A0F5JLS8,Extracellular,0.0014,0.6133,0.0035,0.0001,0.0105,0.3712
4278,D3ATI0,Extracellular,0.0047,0.9896,0.0002,0.0003,0.0012,0.0040
4279,A0A1C5ST68,Cytoplasmic,0.0008,0.1886,0.7302,0.0630,0.0095,0.0080
4280,A0A374TF38,Extracellular,0.0452,0.8576,0.0085,0.0006,0.0865,0.0017
4281,A0A255T1X3,Periplasmic,0.0004,0.3983,0.0128,0.0075,0.0321,0.5489
4282,D4LAY7,Extracellular,0.0003,0.9885,0.0000,0.0004,0.0016,0.0091
4283,T0TBK0,Extracellular,0.0002,0.9981,0.0007,0.0003,0.0002,0.0005
4284,A0A173YKJ3,Extracellular,0.0003,0.8223,0.0001,0.0001,0.0007,0.1765
4285,A0A239U491,Extracellular,0.0003,0.9791,0.0000,0.0000,0.0003,0.0202
4286,A0A087D0S0,Periplasmic,0.0001,0.1534,0.3379,0.0191,0.0104,0.4790
4287,S0K172,Extracellular,0.0003,0.9814,0.0003,0.0008,0.0168,0.0005
4288,A0A2K2TW96,Cytoplasmic,0.0003,0.3534,0.5823,0.0019,0.0345,0.0276
4289,A0A2V2DSH6,Cytoplasmic,0.0002,0.0594,0.8532,0.0525,0.0057,0.0290
4290,U2C710,Cytoplasmic,0.0003,0.2177,0.7112,0.0474,0.0080,0.0154
4291,A0A3D1X9Z6,Outer Membrane,0.0271,0.1792,0.0025,0.0828,0.6405,0.0678
4292,A0A2U1ARE4,Cytoplasmic,0.0156,0.2098,0.5882,0.0108,0.0889,0.0867
4293,A0A316Q960,Extracellular,0.0113,0.9085,0.0002,0.0012,0.0276,0.0511
4294,R7C6W2,Cytoplasmic,0.0011,0.1999,0.7788,0.0034,0.0043,0.0125
4295,A0A3D5ZSM5,Outer Membrane,0.0069,0.1713,0.0003,0.0420,0.7353,0.0443
4296,A0A1Y4S4I6,Cytoplasmic,0.0005,0.1617,0.6553,0.1362,0.0095,0.0368
4297,R7M8P2,Extracellular,0.0001,0.9974,0.0001,0.0000,0.0025,0.0000
4298,A0A0R1L1H4,Extracellular,0.0036,0.9578,0.0305,0.0020,0.0046,0.0015
4299,P04957,Extracellular,0.0000,0.9998,0.0000,0.0000,0.0000,0.0002
4300,U4Q152,Periplasmic,0.0000,0.0389,0.0001,0.0001,0.0012,0.9597
4301,R7KTF3,Outer Membrane,0.0001,0.0043,0.0000,0.0382,0.9157,0.0417
4302,A0A379N3Z1,Extracellular,0.0000,0.9851,0.0044,0.0016,0.0073,0.0016
4303,A0A1C6EMK8,Cytoplasmic,0.0006,0.1976,0.7756,0.0048,0.0193,0.0021
4304,A0A176U1F9,Cytoplasmic,0.0002,0.1588,0.7360,0.0040,0.0151,0.0859
4305,R5DHA8,Cytoplasmic,0.0002,0.2094,0.6575,0.0096,0.0527,0.0706
4306,R5VQP2,Extracellular,0.0010,0.8272,0.1250,0.0140,0.0147,0.0180
4307,A0A087DEG8,Extracellular,0.0012,0.9954,0.0010,0.0001,0.0012,0.0011
4308,L1Q476,Extracellular,0.0276,0.9468,0.0003,0.0007,0.0217,0.0029
4309,R6RF00,Extracellular,0.0060,0.9534,0.0042,0.0019,0.0191,0.0154
4310,O07856,Extracellular,0.0001,0.9998,0.0000,0.0001,0.0000,0.0000
4311,P27051,Extracellular,0.0000,0.9999,0.0000,0.0000,0.0000,0.0000
4312,W0U8V7,Outer Membrane,0.0006,0.0597,0.0001,0.1890,0.7243,0.0262
4313,R5EUR3,Extracellular,0.0145,0.9407,0.0099,0.0001,0.0238,0.0109
4314,A0A374WBR8,Outer Membrane,0.0010,0.0126,0.0035,0.4828,0.4975,0.0027
4315,A0A087CGK0,Cytoplasmic,0.0001,0.1308,0.8501,0.0075,0.0041,0.0074
4316,A0A143YWQ9,Cytoplasmic,0.0004,0.0423,0.9122,0.0140,0.0157,0.0155
4317,R6K6S8,Extracellular,0.0009,0.5601,0.3590,0.0034,0.0705,0.0061
4318,A0A1C6I8Z6,Cytoplasmic,0.0004,0.0928,0.8036,0.0584,0.0134,0.0314
4319,F0R8Q2,Extracellular,0.0012,0.5911,0.0036,0.0004,0.0100,0.3938
4320,A0A3D5ZLD2,Outer Membrane,0.0658,0.1438,0.0007,0.0408,0.7483,0.0005
4321,H1BEI7,Extracellular,0.0251,0.9482,0.0007,0.0014,0.0082,0.0165
4322,R7AF60,Extracellular,0.0011,0.8434,0.1066,0.0012,0.0153,0.0325
4323,A0A1Q6TJS0,Extracellular,0.0006,0.7275,0.0225,0.0090,0.1982,0.0423
4324,A0A1M5GR73,Periplasmic,0.0004,0.3497,0.0103,0.0003,0.0181,0.6212
4325,R6T699,Extracellular,0.0233,0.6754,0.0018,0.0727,0.1700,0.0568
4326,R6W1J2,Outer Membrane,0.0071,0.0127,0.0010,0.0978,0.8686,0.0127
4327,R7GRU1,Extracellular,0.0003,0.9978,0.0000,0.0000,0.0003,0.0015
4328,A0A1C6D3J2,Extracellular,0.0006,0.9819,0.0000,0.0000,0.0108,0.0067
4329,A0A1H0NQ06,Extracellular,0.0003,0.9772,0.0200,0.0007,0.0005,0.0013
4330,A6NZ43,Outer Membrane,0.0031,0.1563,0.0074,0.1638,0.5633,0.1061
4331,A0A1G1ADY7,Periplasmic,0.0007,0.2058,0.1634,0.0161,0.0383,0.5756
4332,C2FA45,Extracellular,0.2797,0.7056,0.0005,0.0048,0.0083,0.0012
4333,A0A1G9LIG5,Cell wall & surface,0.3673,0.2609,0.0046,0.3594,0.0077,0.0001
4334,R5AF45,Cytoplasmic,0.0002,0.0493,0.9186,0.0096,0.0052,0.0170
4335,R6DN50,Outer Membrane,0.0021,0.2428,0.0016,0.0084,0.6899,0.0552
4336,B3JPV4,Outer Membrane,0.0010,0.3073,0.0001,0.0026,0.6823,0.0066
4337,C4Z358,Extracellular,0.0012,0.5690,0.3791,0.0018,0.0411,0.0077
4338,A0A0J1ITZ1,Extracellular,0.1352,0.8628,0.0003,0.0001,0.0007,0.0009
4339,A0A0F0CCJ4,Cytoplasmic,0.0004,0.4384,0.4581,0.0194,0.0072,0.0766
4340,I9RWR0,Extracellular,0.0035,0.7654,0.0006,0.0008,0.1251,0.1047
4341,A0A2V2DT46,Extracellular,0.0852,0.8523,0.0183,0.0103,0.0057,0.0281
4342,A0A173XY62,Extracellular,0.2947,0.6425,0.0004,0.0087,0.0455,0.0081
4343,R7MS04,Extracellular,0.0009,0.9871,0.0000,0.0000,0.0087,0.0034
4344,A0A1X0ZK13,Extracellular,0.0033,0.7612,0.0257,0.0024,0.0408,0.1666
4345,A0A1H0NQ48,Cell wall & surface,0.4176,0.1898,0.0010,0.3788,0.0125,0.0002
4346,A0A0P0GGP1,Cytoplasmic,0.0001,0.2134,0.7239,0.0099,0.0043,0.0484
4347,A0A1Q9JUH7,Cytoplasmic,0.0002,0.0356,0.8691,0.0289,0.0110,0.0552
4348,C9CN37,Cytoplasmic,0.0003,0.0191,0.9562,0.0055,0.0010,0.0179
4349,A0A0R1YT08,Extracellular,0.0019,0.8850,0.0974,0.0031,0.0066,0.0060
4350,L1Q3M4,Extracellular,0.0381,0.9405,0.0004,0.0005,0.0175,0.0031
4351,A0A2X1ZUP0,Extracellular,0.2062,0.6556,0.0235,0.0118,0.1010,0.0019
4352,R5PCQ7,Periplasmic,0.0012,0.2256,0.2559,0.0019,0.1820,0.3335
